profile,beer,url_sort,url,url_type
23249,120577,2,/place/directory/6/GB/,ba_country_code
23249,83140,2,/place/directory/6/GB/,ba_country_code
23249,252274,2,/place/directory/6/GB/,ba_country_code
23249,226153,2,/place/directory/6/GB/,ba_country_code
23249,243443,2,/place/directory/6/GB/,ba_country_code
23249,378971,2,/place/directory/6/GB/,ba_country_code
23249,116618,2,/place/directory/6/GB/,ba_country_code
23249,172933,2,/place/directory/6/GB/,ba_country_code
23249,111396,2,/place/directory/6/GB/,ba_country_code
23249,210926,2,/place/directory/6/GB/,ba_country_code
23249,121762,2,/place/directory/6/GB/,ba_country_code
23249,69313,2,/place/directory/6/GB/,ba_country_code
23249,65352,2,/place/directory/6/GB/,ba_country_code
23249,69791,2,/place/directory/6/GB/,ba_country_code
23249,77129,2,/place/directory/6/GB/,ba_country_code
23249,82449,2,/place/directory/6/GB/,ba_country_code
23249,83936,2,/place/directory/6/GB/,ba_country_code
23249,109217,2,/place/directory/6/GB/,ba_country_code
23249,87933,2,/place/directory/6/GB/,ba_country_code
23249,77817,2,/place/directory/6/GB/,ba_country_code
23249,92739,2,/place/directory/6/GB/,ba_country_code
23249,62825,2,/place/directory/6/GB/,ba_country_code
